 113 5200 100000 0 0 38 75
 12000 16000 0
 520	    15073	794
 16952	    25287	890
 3933	    24797	294
 11933	    6102	428
 2689	    22689	362
 4817	    26190	608
 6834	    28963	737
 17334	    1246	174
 3472	    4797	387
 270	    27231	483
 2789	    29879	440
 340	    19666	480
 15186	    5563	268
 15908	    13982	722
 3271	    12413	409
 21268	    15876	755
 1584	    10908	220
 15206	    1309	729
 20877	    21786	640
 20154	    5098	585
 23266	    5701	33
 10759	    3731	489
 19361	    12865	732
 9032	    2551	184
 19421	    4459	510
 13760	    6817	219
 10478	    519 	692
 23657	    22752	745
 2648	    22401	642
 12807	    25437	311
 6543	    29967	507
 4064	    20920	470
 8701	    14396	442
 19933	    14459	561
 19592	    26077	390
 10568	    11924	147
 1615	    26014	506
 22613	    19101	578
  21133	       26347	   572
 937	       7815	   478
 13304	       18492	   524
 12501	       17765	   239
 3206	       19145	   827
 2854	       15845	   430
 7361	       25644	   433
 907	       15406	   294
 18503	       6648	   695
 11216	       29710	   789
 4731	       20023	   558
 13986	       11930	   56
 7201	       3900	   577
 13916	       4804	   861
 17589	       16673	   305
 15351	       21679	   739
 5193	       26297	   675
 22849	       15820	   648
 9830	       638	   453
 17178	       400	   329
 656	       28179	   382
 2473	       18154	   544
 17630	       17313	   415
 7080	       22432	   636
 5484	       25293	   898
 12119	       26498	   557
 4601	       21040	   190
 21795	       13173	   253
 7572	       1980	   630
 16244	       25895	   480
 6920	       26861	   582
 375	       17313	   182
 19095	       3637	   580
 2744	       1391	   513
 12761	       20525	   580
 3838	       20249	   426
 4230	       15306	   737
 7793	       28028	   663
 9740	       16021	   394
 19236	       7025	   380
 22307	       21328	   505
 19005	       500	   526
 10312	       29095	   621
 11306	       21981	   441
 14066	       7802	   691
 556	       24201	   496
 2373	       14791	   659
 15662	       20864	   626
 15120	       18718	   485
 12621	       24176	   578
 21534	       17451	   509
 20480	       18016	   518
 13645	       9471	   293
 19095	       15117	   380
 8255	       22821	   573
 13374	       28831	   125
 21534	       25105	   711
 7873	       12068	   890
 22147	       15243	   849
 6799	       8354	   40
 2684	       20663	   343
 15130	       425	   114
 3386	       10111	   542
 12651	       1278	   666
 17268	       11190	   391
 4480	       24528	   449
 12149	       22119	   637
 19105	       22997	   409
 5183	       11378	   649
 12380	       10124	   498
 12330	       6661	   551
 13494	       28204	   265
 2603	       6272	   317
 2724	       1554	   661
 15823	       8430	   679
 
