125 5200 100000 0 0 25 100
12000 16000 0
13760	     6817	   219
 10478	     519	   692
 23657	     22752	   745
 2648	     22401	   642
 12807	     25437	   311
 6543	     29967	   507
 4064	     20920	   470
 8701	     14396	   442
 19933	     14459	   561
 19592	     26077	   390
 10568	     11924	   147
 1615	     26014	   506
 22613	     19101	   578
 13660	     4070	   529
 6643	     10983	   598
 17705	     11422	   427
 9163	     23881	   352
 219	     8812	   543
 4887	     3317	   610
 20164	     16542	   419
 15898	     14371	   496
 15868	     25174	   408
 16771	     3091	   576
 21871	     25538	   665
 6292	     5437	   597
  13584	     24302	   515
 5494	     21077	   329
 5685	     16711	   671
 16987	     939	   592
 19517	     17275	   579
 7552	     28932	   776
 23883	     23687	   587
 5534	     28756	   445
 10955	     4603	   443
 15773	     12972	   737
 21394	     18242	   507
 18473	     25105	   414
 23512	     2031	   731
 18332	     17890	   812
 10111	     14716	   248
 19979	     5030	   487
 21645	     24251	   425
 3406	     29082	   997
 2493	     28856	   798
 21665	     13574	   680
 16967	     26309	   532
 6889	     1240	   695
 10152	     15356	   162
 11708	     5431	   387
 21936	     23248	   52
 16676	     9408	   505
 20982	     18906	   344
 2282	     26347	   404
 364	     311	   382
 20661	     8982	   628
 23441	     25255	   332
 5002	     663	   533
 11547	     1943	   725
 7301	     14302	   467
 5143	     18392	   527
 8325	     3423	   775
 20541	     13436	   489
 12209	     11115	   811
 2262	     14415	   351
 23863	     20023	   530
 15040	     19634	   657
 23562	     13762	   667
 2975	     27313	   968
 15793	     5155	   196
 6659	     5933	   236
 5253	     7639	   444
 18613	     12834	   11
 20009	     3863	   972
 7572	     16673	   434
 17178	     7439	   329
 13916	     15669	   458
 967	     1190	   667
 6237	     7602	   443
 23512	     28204	   529
 495	     20864	   322
 18001	     12181	   671
 13986	     23411	   263
 12430	     25331	   646
 14528	     13110	   596
 11567	     21529	   788
 19276	     18794	   695
 19547	     13511	   869
 19908	     8154	   689
 17278	     14628	   416
 9720	     9145	   540
 9037	     7790	   200
 4812	     20337	   594
 23592	     6171	   158
 21775	     9509	   194
 17078	     23210	   646
 4852	     4703	   305
 18122	     11554	   618
 19055	     4578	   467
 7281	     14465	   202
 8485	     6648	   631
 13042	     15469	   377
 13735	     9396	   348
 15823	     26949	   479
 3326	     10864	   171
 20531	     2608	   861
 17710	     9007	   441
 6879	     15707	   468
 1549	     2395	   323
 4199	     18718	   451
 19155	     18806	   749
 16345	     25431	   565
 15050	     26284	   482
 224	     18492	   355
 5966	     23135	   72
 8114	     11165	   575
 8285	     7577	   261
 20782	     16623	   976
 14036	     7388	   403
 18362	     17953	   498
 16586	     20964	   248
 5484	     28505	   502
 7823	     16610	   548
 10985	     1190	   533
 4410	     22194	   50
 14789	     8831	   543
 
